username,black,darkGrey,deepGrey,mediumGrey,lightGrey,white,beige,peach,brown,chocolate,rust,orange,yellow,pastelYellow,lime,green,darkGreen,forest,darkTeal,lightTeal,aqua,azure,blue,navy,purple,mauve,magenta,pink,watermelon,red,rose,maroon,darkChocolate,darkPurple
NeoTheFolf@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,41,2,0,0,0,10,0,0,0,0,0,0
sgtsilverlining@lemmy.blahaj.zone,33,20,1,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
i_cant_sports@lemmy.ml,53,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,11,11,0,0,0
airradda_@lemmy.ml,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,1,9,0,0,0,0,23,22,0,0,0,0,0,0,0,0,0,0,0
mdwhite999@lemmy.sdf.org,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
Xortarnation@pricefield.org,0,4,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,46,0,0,0,0,0,0
whatsgoodwisconsin@lemmy.tf,0,4,1,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,0,0,0,0,0,34,0,0,0,0,0,0
Rubix@lemmy.blahaj.zone,1,3,0,0,0,0,0,0,0,0,1,1,11,0,0,0,23,0,0,0,38,2,12,0,0,1,0,0,0,3,0,0,0,0
artlin@lemmy.ml,19,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,26,0,0,0,1,5,4,0,0,0,0,0,18,2,0,0,0,0
Mortymcfry@aussie.zone,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,0,0,0,0,0,0,0,0,0,0
SkrillyD@lemmy.world,4,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0
nano@nano.garden,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0
ChaoticNeutralCzech@czech-lemmy.eu,35,0,2,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,1,10,10,7,0,0,0
derFensterputzer@feddit.de,30,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,33,0,0,0,0
SocialPhilosopher@lemm.ee,24,1,0,0,0,13,0,0,0,0,10,8,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Quik@infosec.pub,44,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MisterUrsus@pricefield.org,25,0,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,21,0,0,0,0,0,0,0,0,0,0,0
TheRtRevKaiser@beehaw.org,54,0,3,13,0,1,0,0,0,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xradeon@lemmy.one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,90,0,0,0,0,0,0
kommerzbert@feddit.de,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,0,30,0,0,9,0,11,0,0,0,0
Johannes@feddit.nu,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,75,0,0,0,0,0,0,0,0,0,0,0
only0218@sh.itjust.works,10,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,19,1,4,0,0,0,0,0,0,1,1,29,0,0,3,0,0,0
Redjard@reddthat.com,42,1,1,0,1,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,47,0,0,0,0
Redjard@lemmy.fmhy.net,41,1,0,0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,48,0,0,0,0
rmean@feddit.de,42,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
speculater@lemmy.world,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,40,0,0,0,0,0,35,0,0,0,0
Darbot@feddit.de,28,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,34,0,1,0,0
donnachaidh@lemmy.dcmrobertson.com,2,0,0,0,0,1,0,0,0,0,8,0,20,0,0,0,0,4,0,0,0,0,19,0,7,0,0,0,0,28,0,0,0,0
blau1476@lemmy.world,26,0,0,2,0,4,0,0,1,0,0,5,7,0,0,5,0,0,0,1,0,17,11,1,0,7,0,0,0,2,0,0,0,0
gamarus@lemmy.cat,84,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redjard@sh.itjust.works,42,1,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,45,0,0,0,0
zghva@lemmy.sdf.org,39,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0
HeckGazer@lemmy.world,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,21,0,0,0,0
XioXis@sh.itjust.works,0,0,0,11,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,60,0,0,0,0
Arthur@infosec.pub,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,26,0,0,0,0,4,8,0,0,0,0,0,8,3,0,0,0,0
Redjard@discuss.online,41,1,0,0,1,73,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0,0,0,0
ty3r0x@social.dn42.us,78,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim_Greece@lemmy.world,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0
Redjard@lemm.ee,42,0,1,0,0,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,43,0,0,0,0
Astrealix@lemmy.world,5,0,6,12,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
invader_from_saturn@lemmy.eco.br,24,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbadon420@lemm.ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,32,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
hvc_fogey34@lemmy.world,6,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willycode@programming.dev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0
AomoriRingo@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,10,0,0,0,0,0,0,0,0,0,0,0
Redjard@lemdro.id,41,1,1,0,0,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,43,0,0,0,0
mr_alkaline_vegans@lemmy.world,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00_Evan@lemmy.world,0,0,0,0,0,0,3,2,28,0,0,6,6,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhzawadi@lemmy.horwood.cloud,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pixelsuppe@sh.itjust.works,35,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
jarim60367@lemmy.world,5,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,7,11,0,0,0
captainskipper@feddit.de,14,0,0,0,2,1,0,0,0,0,0,0,13,9,0,25,0,0,0,0,0,0,14,0,0,4,0,2,0,0,0,0,0,0
Trippin@lemmy.world,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,28,0,0,0
efwis@lemmy.zip,0,0,0,4,0,5,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JTStrikesBack@lemm.ee,0,0,0,8,0,1,0,0,0,6,0,0,5,0,14,0,34,0,0,0,0,3,4,0,0,0,0,1,0,7,0,0,0,0
plactagonic@sopuli.xyz,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,12,0,0,0,0,0,0,18,0,0,0,0
SlowDancer@lemm.ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,28,0,0,0,0
LittleSpark@feddit.nu,34,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,1,22,0,0,0,0,0,0
Prismey@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,59,0,0,0,0
flower3@feddit.de,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,63,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Nath@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0
Tyaida@lemmy.world,67,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,1,0,1,6,0,0,0,0
nak@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,73,0,0,0,0,0,0,0,0,0,0,0
sam@lemmy.ca,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
megane_kun@lemm.ee,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
HeyMacaroni@lemmy.world,0,0,4,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0
Faresh@lemmy.ml,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,4,2,0,0,0,12,23,0,0,0,0,0,0,17,8,0,0,0
photonic_sorcerer@lemmy.dbzer0.com,21,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnathan_Snake@feddit.de,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,53,6,0,0,0,0,4,0,0,0,0,0,0
cralder@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0
Kaerell_@sh.itjust.works,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
EdherJr@sh.itjust.works,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blujan@sopuli.xyz,35,0,1,9,2,0,0,0,0,0,0,8,12,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Daudix@geddit.social,0,0,0,3,1,20,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,13,16,0,13,0,0,0,0,0
PM_CTD2@lemmy.world,0,0,1,5,0,5,0,2,5,7,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,40,4,4,0,0,0,0
jocarnail@lemmy.world,0,0,0,19,0,0,2,7,1,0,0,7,0,0,0,0,10,9,0,0,0,1,0,0,0,0,0,0,0,16,7,0,0,0
Sargteapot@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,6,0,0,0
Anonym271@feddit.de,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,34,0,0,0,0
turboturtle@sh.itjust.works,66,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Oxandeath@lemm.ee,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,43,0,0,0,0,3,0,0,10,0,0,0,3,0,10,0,0,0,0
BitSound@lemmy.world,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,56,0,0,5,0,0,0,0
Freakazoid@feddit.nl,3,0,0,1,16,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,4,5,0,0,1,0,0,0,0,21,0,0,0
Sibbo@sopuli.xyz,35,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
Doctorspike@lemmy.world,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,24,0,0
sag@lemmy.world,67,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
habimij971@lemmy.world,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,7,6,0,0,0
Dan@casavaga.com,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kodoku@beehaw.org,1,0,0,0,7,0,0,0,0,0,3,5,20,0,0,0,0,0,0,0,4,9,0,0,4,0,0,0,0,6,0,17,0,0
0xmrtt@lemmyrs.org,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,12,0,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,0
tschuuuls@feddit.de,63,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kurondie@lemmy.world,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,24,0,0,0,5,0,32,0,7,0,0,0,0
eye@lemmy.ml,52,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
mic@lemmy.ml,54,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ritschiratschi@feddit.de,0,0,0,0,0,6,0,0,0,0,38,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inductor@feddit.de,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,49,0,0,0,0,0,3,0,0,0,0
r00bot@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,15,0,0,0,0
hreflex@yiffit.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
dadam@lemmy.world,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,37,0,0,0,0
flatworm0084@feddit.de,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,1,0,0,0,0
Thoxy@lemmy.zip,0,0,0,0,14,0,0,0,0,0,14,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
johandea@feddit.nu,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
KenDoStudios@lemmy.world,0,0,0,0,37,1,0,0,21,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JillyB@beehaw.org,9,0,0,0,0,0,0,0,0,57,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compn12@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0
SigneowTheCat@lemmy.world,6,0,0,1,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,19,0,0,1,0,0,0,14,7,0,0,0,0,0
threelonmusketeers@sh.itjust.works,29,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mregorkaul@sh.itjust.works,2,0,0,0,0,1,0,0,0,0,27,1,1,0,0,0,10,2,0,0,0,0,6,0,8,10,0,3,0,1,0,0,0,0
calhoon2005@aussie.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
SteveTech@programming.dev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0
Danterious@lemmy.world,69,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flamingmongoose@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,59,4,0,0,0,0,0,0,0,0,0,0,0
Dashi52@lemmy.world,0,0,0,0,1,0,0,0,0,0,0,1,34,22,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0
VeryEpicPotato@lemmy.comfysnug.space,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
confluence@lemmy.world,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,16,18,8,0,0
CatLikeLemming@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0
DowntownQuality@lemmynsfw.com,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
darukhnarn@feddit.de,22,0,0,0,0,0,0,0,0,7,10,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0
RayNheartZ@lemmy.world,0,0,0,0,2,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,17,4,0,0,0,0,7,8,0,4,0,0,0,0
dormedas@lemmy.dormedas.com,63,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sotis@lemmy.world,0,0,2,10,0,0,0,0,6,0,0,20,1,4,5,4,0,0,0,3,6,0,0,0,7,0,0,0,0,0,0,0,0,0
codebam@lemmy.ca,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,38,0,0,0,0,13,0,0,0,0,0,0,0,5,1,0,0,0
osrsneedsf2p@lemmygrad.ml,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AnimalsR4Eating@lemmy.world,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0
Jomosoto@discuss.tchncs.de,13,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,42,0,3,0,0,0,0,0,0,0,0,0
Lileath@lemmy.blahaj.zone,10,0,0,1,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,19,0,0,9,6,0,1,0,12,0,0,0,0
SnootypantsEh@lemmy.ca,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,8,7,0,0,0,0,0,0,19,0,0,0,0
dadam@lemmy.blahaj.zone,11,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,18,0,0,4,0,0,0,29,0,0,0,0
deras@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,9,0,0,0,0
quarlow@lemmy.world,28,0,0,0,27,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emenac@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0
Ananas77@feddit.de,39,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
skelper@lemmy.world,1,1,23,7,9,2,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
freeman@feddit.de,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,13,0,0,0,0
Trustacean@toast.ooo,3,3,0,16,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,1,0,0,0,0,0
PhiliPdB@feddit.nl,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0
StarShocked@lemmy.blahaj.zone,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,3,0,3,0,0,24,0,0,0,0,0,0
fouc@lemm.ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,2,0,0,0,0
Username02@lemmy.world,10,1,0,0,0,3,0,2,1,2,2,1,1,0,4,2,5,2,0,0,0,11,12,1,0,2,0,0,0,2,0,0,0,0
aetrix@lemmy.world,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,16,12,0,0,0,0
NeilZar@feddit.nl,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,9,0,0,0
thewitchofcalamari@bookwormstory.social,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
Jmr@lemmy.world,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,21,0,0,0,0
ademos@lemmy.world,12,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,15,0,0
hackitfast@lemmy.world,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,16,0,0,0,0,0,0
amansman@lemmy.world,0,0,2,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,0,0,0,0
RandomRobot@reddthat.com,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,2,1,36,0,0,0,0,0,0,0,0,0,0,0
f5xs_bhw0a@beehaw.org,30,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,14,0,0,0,0
bsdguy0@programming.dev,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,8,0,0
anothercat434@lemmy.world,41,1,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Nugget359@lemmy.world,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0
FairyZombie@lemmy.world,27,0,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0
ehsan301@lemmy.world,55,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jjagaimo@lemmy.ca,42,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
the_yaya@lemmy.world,20,19,0,0,0,1,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x4576616e@lemmy.blahaj.zone,3,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
ArcticAmphibian@lemmus.org,58,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chill_ninja@lemmy.world,3,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,8,0,0,0,0
der_die_und_in_den@feddit.de,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
theoretiker@feddit.de,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reisen@lemmy.world,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,1,0,0,0,0
0xmrtt@lemmus.org,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,25,0,0,0,0,0,13,0,0,0,0,0,0,10,0,0,0,0,0
awyzza@lemmy.world,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0
Trex202@lemmy.one,4,0,0,0,2,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
alekks09@lemm.ee,0,0,4,0,1,0,10,8,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0
Taku@lemmy.world,0,8,2,4,9,5,0,0,0,0,0,2,0,0,0,0,0,0,11,6,0,0,0,0,10,0,0,1,1,0,0,0,0,0
not_a_king@beehaw.org,10,0,20,2,14,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
botorfj@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
Y2K38@lemmy.one,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
