username,black,darkGrey,deepGrey,mediumGrey,lightGrey,white,beige,peach,brown,chocolate,rust,orange,yellow,pastelYellow,lime,green,darkGreen,forest,darkTeal,lightTeal,aqua,azure,blue,navy,purple,mauve,magenta,pink,watermelon,red,rose,maroon,darkChocolate,darkPurple
JerryMerweather@piefed.social,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9,0
blenderdumbass@mastodon.online,0,246,5,8,42,4,0,0,0,0,4,0,0,78,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,5,0,0,0,0
faythofdragons@slrpnk.net,17,0,0,0,0,13,30,2,0,11,0,1,62,64,3,50,99,39,0,19,43,38,10,0,5,1,1,22,51,0,0,0,1,0
thoughtfuldragon@lemmy.blahaj.zone,107,0,0,0,0,28,0,0,0,0,27,0,136,0,0,1,63,0,0,0,0,2,0,31,106,0,0,0,0,4,0,0,0,31
avidamoeba@lemmy.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Igris@feddit.org,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manalith@midwest.social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
widecurio64@fe.disroot.org,34,0,30,0,0,6,0,0,0,0,0,0,11,0,0,0,45,3,0,4,0,0,0,6,0,0,0,37,0,16,2,0,0,0
wiseguy@piefed.social,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asdasd201@lemmygrad.ml,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thakur0@lemmy.zip,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
Cerothen@lemmy.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
buckBelette@jlai.lu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rentlar@lemmy.ca,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
crudy555@lemmy.world,35,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otto@feddit.org,6,0,0,0,0,0,0,0,0,2,32,0,40,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccat903@mastodon.social,23,3,4,0,0,1,0,0,1,0,0,5,6,0,4,2,3,9,3,0,0,0,2,5,0,0,0,0,0,2,0,0,0,0
Manodor@feddit.org,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,12,17,0,0,0,0,0,0,0,15
SirHaxalot@nord.pub,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drukob@feddit.org,1,0,0,0,0,0,0,0,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0
haphamur@toast.ooo,84,17,0,14,88,10,40,59,29,6,141,0,2,1,1,1,1,2,0,11,5,2,52,314,0,0,0,3,81,82,3,11,0,31
HoofTube@mastodon.social,0,0,0,0,0,0,0,0,0,0,0,13,0,0,32,0,0,0,0,0,0,5,0,0,0,0,2,0,0,24,0,0,0,0
manuremy@sopuli.xyz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirius006@sh.itjust.works,31,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0
esc27@piefed.social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ItTakesTwo@feddit.org,120,0,1,1,1,571,0,0,0,46,9,0,0,0,0,0,0,0,11,15,0,0,0,27,0,0,0,0,0,0,0,0,0,0
foxxy_flauschefuchs@feddit.org,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freeman@feddit.org,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0
toottheguy@toast.ooo,57,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Synthuir@programming.dev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Smash@lemmy.self-hosted.site,0,0,0,0,0,0,0,0,0,0,30,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Elting@piefed.social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
frog@toast.ooo,72,0,0,0,0,1,0,0,0,6,0,13,0,0,2,37,15,26,0,11,3,0,2,0,0,2,0,0,6,0,1,0,0,0
ChilledPeppers@lemmy.dbzer0.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manxu@piefed.social,11,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
SandwichesAreNice@lemmy.world,133,20,0,0,0,31,22,17,0,8,0,0,115,0,0,0,15,0,0,0,0,0,12,0,0,0,0,6,2,7,5,0,0,0
Foni@piefed.zip,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0
0ops@piefed.zip,3,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0
notso@feddit.org,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NicoCharrua@wetdry.world,17,0,1,0,0,2,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,6,6,0,6,0,1,0,0,7,0,0,0,1
MrIamsosmrt@feddit.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
future@toast.ooo,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Shi@troet.cafe,92,0,0,0,0,0,0,0,0,0,43,20,32,1,0,24,0,0,0,0,0,0,41,0,0,0,0,0,0,7,0,1,0,0
FormallyKnown@feddit.dk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
herrthees@wue.social,40,0,0,0,0,0,0,0,0,117,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Goodlucksil@social.tchncs.de,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
enbee_emi7272@zug.network,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logannic@sh.itjust.works,0,26,31,6,16,9,0,6,0,0,0,7,16,0,0,68,0,0,0,0,0,16,129,22,0,0,0,0,0,32,5,0,0,112
alehc@slrpnk.net,12,0,0,0,6,2,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
ferskam@feddit.org,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vengefu1Tuna@lemmy.zip,18,18,26,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,6,0,0,0
hummy_bee@mander.xyz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UmutKzl@lemmy.cafe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kaitmm@programming.dev,42,0,0,0,20,0,2,0,0,0,7,0,6,0,0,0,9,0,0,8,32,0,1,0,0,0,0,0,0,0,0,0,0,16
YiddishMcSquidish@lemmy.today,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1
Skysurfer@slrpnk.net,181,12,1,2,0,0,0,15,0,26,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,38,38,0,11,0,0
henriettehauser@lemmy.world,13,0,0,1,22,47,0,0,0,0,0,0,19,0,13,10,93,2,0,7,0,0,6,0,0,0,3,2,44,53,0,0,0,0
Bysmuth@lemmy.zip,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
w00t@lemmy.ml,45,8,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0
aikhae@social.eike.in,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,107,2,0,0,0
beernutz@lemmy.zip,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forbiddencherry@lemmy.today,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
vogi@piefed.social,2,0,0,0,0,0,17,0,1,10,6,2,3,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,19,0,0,0,0
oldperl@mastodon.online,0,0,0,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
IndianaAnimates@toast.ooo,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lycalopex@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0
Killercat103@slrpnk.net,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,79,0,0,0,0
chuckleslord@lemmy.world,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,64,5,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
late_pessimistic@slrpnk.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Pitte@pan.rent,0,0,0,0,0,0,4,0,0,5,0,0,16,0,0,19,285,0,0,0,0,2,0,25,0,0,0,0,0,0,18,0,0,0
jontree255@lemmy.world,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pencilnoob@lemmy.world,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,66,0,4,0,0
sminkidinki@app.wafrn.net,0,0,9,20,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,10,0,19,0,0,0,2,28,0,0,0,0,6
picayune@lemmy.zip,0,0,0,4,0,46,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,42,0,0,0,0,14,0,6,0,0,0,0
SlicedOrange@feddit.uk,20,3,0,0,8,79,0,0,0,0,6,0,24,0,0,0,0,0,0,0,0,0,9,81,0,0,0,0,0,192,20,0,0,0
baconmonsta@piefed.social,7,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zlatko@programming.dev,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catfishxll@toast.ooo,127,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WrittenInRed@piefed.blahaj.zone,25,0,21,0,0,3,0,0,0,1,0,0,2,0,0,16,0,0,0,0,0,172,0,0,0,131,0,0,0,26,0,0,0,0
mogoh@lemmy.ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Wildone@sh.itjust.works,95,85,0,0,8,138,0,0,0,4,45,0,28,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,15,0,0,20,0
HaruhiFan18@toast.ooo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0
boiert@boiert.eu,0,0,0,0,0,1,6,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piece_of_white_bead@toast.ooo,51,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NotoriousLiar@mastodon.social,18,0,0,0,0,14,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,5,0
ninjakai03@mastodon.social,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LilithTheAngel@mastodon.social,15,9,3,0,0,0,5,2,26,17,0,7,1,0,0,16,9,11,0,3,0,4,0,0,2,18,0,0,14,22,3,0,11,0
Grandwolf319@sh.itjust.works,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,1,1,0,4,0,0,0,0
Wytch@lemmy.zip,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oneser@lemmy.zip,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1henno1@feddit.org,2,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,35,0,0,0,0
Tefno@toast.ooo,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vashtea@sh.itjust.works,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toucansam@toast.ooo,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GambitAnimating@bytes.programming.dev,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,5,0,0,0
Progamer@toast.ooo,14,11,20,0,0,3,0,16,41,0,0,0,0,0,3,6,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riskiedingo@lemmy.world,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spelledwrongdotuk@toast.ooo,77,2,3,0,0,0,47,43,93,14,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,15,4,0,0,0,0
blubbajubba@toast.ooo,4,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPURGATE@toast.ooo,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
czhang03@mathstodon.xyz,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,7,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
inoxerable_doubt@hexbear.net,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CelloMike@lemmy.world,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
credics@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goldn@mastodon.social,1,2,0,1,0,0,2,5,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0
Susaga@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,87,0,0,0,65,0,0,0,0,0,0,0,0
phtheven@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
MrMobius@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gonkindroid@toast.ooo,37,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Az_1@piefed.zip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
db_null@lemmy.dbzer0.com,16,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
konata87@mastodon.social,23,0,0,0,0,0,0,3,0,0,0,8,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GambitAnimating@toast.ooo,63,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,108,0,0,0,0
chefdano3@lemmy.zip,15,2,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,1,0,0,0,0
Tiresia@slrpnk.net,62,0,0,0,0,28,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
KaninchenSpeed@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ihawk@programming.dev,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taratathetarantula@lemmy.world,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
SatansDaughter@piefed.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SleeplessCityLights@programming.dev,36,18,5,2,1,0,1,0,0,1,0,0,15,0,0,0,0,0,0,26,0,41,82,0,0,0,12,10,0,0,0,0,0,0
wagmaete@misskey.id,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brkdncr@lemmy.world,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReticulatedPasta@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
t0fr@lemmy.ca,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beeroengineer@feddit.org,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FilthyShrooms@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,1,6,0,0,0,0,0,0,0
Fizo5@mastodon.social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0
assertnull@programming.dev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agent_nycto@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
med@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redditrefugee@lemmy.zip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
sab@hostux.social,7,2,0,2,2,3,0,0,0,0,1,0,19,0,0,0,0,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
BobChorba@piefed.blahaj.zone,0,0,0,0,0,2,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,8,16,8,0,0,0,0,0,0,0
LarsIsCool@lemmy.world,9,0,0,89,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
munkisquisher@mastodon.nz,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,0,0,0,0,11,34,0,0,0,0,0,0,0,0,0,0,0
IribondSystem@toast.ooo,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,0,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cowfodder@lemmy.zip,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smadour@toast.ooo,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0
sulfidedisburseangledafternoontipper@piefed.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
lucille@piefed.blahaj.zone,0,0,0,0,0,5,0,0,0,0,15,10,7,0,0,0,4,0,0,0,14,2,12,0,0,0,9,24,0,15,0,0,0,0
tomi000@lemmy.world,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goatmeal@midwest.social,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0
TheFriendlyDickhead@feddit.org,7,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
als@alico.nexus,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
compfu@mograph.social,51,4,9,27,27,53,103,48,5,32,89,18,31,0,36,64,4,0,7,75,66,9,0,10,12,24,5,4,3,32,13,0,0,13
TropicalDingdong@lemmy.world,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iamthetot@piefed.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
gwl@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Moodel@feddit.uk,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lokalhorst@feddit.org,54,0,0,2,27,17,0,0,0,0,210,0,22,0,0,0,0,87,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,5
linsenchip@feddit.org,34,0,0,0,1,8,0,0,0,3,10,0,5,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,2,0,0,0,3
fakeman_pretendname@feddit.uk,42,0,0,0,0,34,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,8,0,0,0,0
AcerM@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
obliviousdusk@lemmy.zip,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
datenwolf@chaos.social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
Kaiser_Karl_II@feddit.org,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LocustOfControl@reddthat.com,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oblivion96@discuss.tchncs.de,4,0,0,0,0,0,0,1,61,20,9,28,0,0,0,0,0,0,0,0,0,0,0,216,0,0,1,0,7,0,0,0,0,0
Kumpelblase@feddit.org,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kid2908@slrpnk.net,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Anachu@leminal.space,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ferdinand@sopuli.xyz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,22,0,0
Vessel@feddit.org,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex@chaos.social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
thestrike@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Butiki@mander.xyz,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,7,2,0,0,0,0,0
Sir_Ious@feddit.org,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LadyCajAsca@hexbear.net,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thedreamer123@mastodon.social,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
